14113799,Eadmund,Assender,Phelip,0,2019-01-01 00:00:00
8276000,Tucky,Krzysztofiak,Hoonahan,0,2019-01-01 00:00:00
38916974,Forrester,Roly,Cadden,0,2019-01-01 00:00:00
59934516,Orazio,Gauntlett,Gellett,0,2019-01-03 00:00:00
64691784,Cirillo,Karp,Pobjoy,0,2019-01-03 00:00:00
94297375,Jordon,Matfield,Joly,0,2019-01-03 00:00:00
67671968,Peterus,Craine,MacDonough,0,2019-01-05 00:00:00
61357285,Farleigh,Sepey,Ferby,0,2019-01-05 00:00:00
13703671,Rolando,Lamplugh,Alanbrooke,0,2019-01-05 00:00:00
45025192,Aubert,Acomb,Maulkin,0,2019-01-05 00:00:00
38119178,Georgy,Boylan,Pullinger,0,2019-01-06 00:00:00
38626675,Wright,Marcus,Boake,0,2019-01-07 00:00:00
3506271,Brody,McKeachie,Palfreman,0,2019-01-07 00:00:00
78181718,Dukey,Kiley,Giottini,0,2019-01-07 00:00:00
82048570,Baxy,Pottle,Ilett,0,2019-01-08 00:00:00
53095529,Brod,Carmont,Currao,0,2019-01-11 00:00:00
46090024,Boot,Balser,Bowyer,0,2019-01-12 00:00:00
47567790,Dougy,Sandifer,Sally,0,2019-01-12 00:00:00
2642673,Ashton,Huguenet,Andri,0,2019-01-12 00:00:00
17216748,Xenos,Braznell,Nollet,0,2019-01-12 00:00:00
72416892,Nick,Cofax,Parysiak,0,2019-01-12 00:00:00
67044847,Baldwin,Janoschek,Hirjak,0,2019-01-14 00:00:00
31087009,Ganny,Henfre,Womack,0,2019-01-14 00:00:00
12475509,Ruttger,Moneti,Noke,0,2019-01-15 00:00:00
23993465,Falkner,Huglin,Rosengren,0,2019-01-15 00:00:00
5802449,Craig,Oels,McGuffie,0,2019-01-15 00:00:00
2731129,Alfredo,Belhomme,Surr,0,2019-01-17 00:00:00
52647890,Sherwynd,Syncke,Jeacock,0,2019-01-17 00:00:00
81095594,Giffard,Clutterham,Gudeman,0,2019-01-17 00:00:00
68006629,Bryant,Vescovini,Peter,0,2019-01-17 00:00:00
95794554,Malcolm,Thurling,Binstead,0,2019-01-17 00:00:00
41702266,Thurstan,Oxx,Charles,0,2019-01-18 00:00:00
26491670,Sid,Thonason,Helliker,0,2019-01-19 00:00:00
85160258,Boothe,Lambal,Aldred,0,2019-01-19 00:00:00
3249521,Andros,Antoszewski,Vasin,0,2019-01-20 00:00:00
17262092,Pete,Vila,Franca,0,2019-01-20 00:00:00
67572707,Kristoforo,Rediers,Lisamore,0,2019-01-22 00:00:00
64213897,Irv,Guillet,Viel,0,2019-01-24 00:00:00
34881804,Dunstan,McKendo,Zolini,0,2019-01-25 00:00:00
37031024,Brok,Dolman,Lakeland,0,2019-01-25 00:00:00
29003040,Mart,Padfield,Dimmer,0,2019-01-25 00:00:00
30788312,Harv,Kaufman,Hayne,0,2019-01-25 00:00:00
88040243,Harper,Rivelin,Kinforth,0,2019-01-25 00:00:00
92190225,Branden,Jaynes,Goodbody,0,2019-01-25 00:00:00
32831372,Sumner,McComb,Sleicht,0,2019-01-27 00:00:00
61383594,Mace,Dmitrichenko,Hinners,0,2019-01-27 00:00:00
90917617,Pebrook,Thirlaway,Scrafton,0,2019-01-28 00:00:00
52457205,Cassius,Pranger,Kleinsmuntz,0,2019-01-29 00:00:00
21484384,Konrad,Pennicard,Leipold,0,2019-01-30 00:00:00
23641650,Lazaro,Beneze,Oldacres,0,2019-01-30 00:00:00
70737858,Bartie,Craigs,Gehringer,0,2019-01-30 00:00:00
67802642,Hort,Fantonetti,Titt,0,2019-01-31 00:00:00
33402291,Armando,Bleibaum,Silman,0,2019-01-31 00:00:00
41857422,Seamus,Diess,Betterton,0,2019-01-31 00:00:00
82415745,Thorndike,Ackers,Elgram,0,2019-02-01 00:00:00
